Sample A,Sample B,Spearman Rho,p-value,Significant?
Phosgene_4,DM_7,-0.2322424219493364,0.015579636169211455,✅
HCHO_7,DM_6,0.23213652007785354,0.015628267194227958,✅
Control_4_2min,F2_6,-0.23186300199512133,0.015754478535817025,✅
H2S_6,TA_6,-0.2318243418819605,0.015772388831570717,✅
SO2_6,Hydrazine_5,-0.23150188035800784,0.01592246640936141,✅
TA_2,HCN_1,-0.2315015278945448,0.015922631125056298,✅
DM_1,SO2_3,-0.23147202076923687,0.015936425839997496,✅
Diborane_2,Phosgene_4,0.231204538644615,0.01606194822064164,✅
Diborane_2,SO2_2,0.23114517488913128,0.0160899219608464,✅
HCHO_3,TA_6,0.2311213577665255,0.01610115706668618,✅
Control_1_2min,SO2_5,-0.23085918706622652,0.016225279181401726,✅
HCHO_2,TA_6,0.23185005400974082,0.01626358393469612,✅
Phosgene_1,HNO3_4,0.23075457408101438,0.016275038032971024,✅
Phosphine_7,HF_4,0.23069796244096252,0.01630202026644516,✅
Arsine_5,NO2_4,0.23052959501557632,0.016382496624172533,✅
Phosgene_6,MA_2,-0.2304629073899416,0.016414467007184606,✅
DM_7,SO2_5,-0.23045979065287653,0.016415962507198414,✅
Phosphine_1,Ammonia_1,-0.23043011239338743,0.01643020890091819,✅
MA_1,HCN_5,-0.2303216510075245,0.016482364491324793,✅
Phosgene_5,Ammonia_3,-0.23024965108176604,0.016517066050355265,✅
Phosphine_7,HCl_4,0.2302014685609351,0.0165403237285875,✅
Phosgene_5,MA_3,-0.23011994245810585,0.016579740911744717,✅
Phosphine_7,HF_3,0.22992573821171516,0.016673964744941122,✅
MA_6,SO2_6,-0.2297298906565021,0.01676945489758028,✅
Diborane_7,Ammonia_3,-0.22964945959209346,0.016808807854925317,✅
H2S_2,MH-1,0.2295759787330447,0.016844830072665084,✅
Phosphine_7,HCl_7,0.22956317119533895,0.016851115489891027,✅
Phosgene_5,DM_7,-0.22952928063105546,0.01686775738712363,✅
HCHO_7,Ammonia_3,0.2295034332634057,0.016880459244420023,✅
HCHO_2,TA_3,0.23045348120662656,0.016937213758728642,✅
Phosphine_1,MA_7,-0.22926307616524522,0.016998971823445876,✅
Phosphine_3,TA_4,-0.229135555482014,0.017062140005760035,✅
Phosphine_7,HCl_2,0.22888676652433404,0.017185963808703374,✅
Phosphine_3,Ammonia_1,-0.2287169178617111,0.017270944187789915,✅
Ammonia_4,SO2_4,-0.22865281469414195,0.01730311122532567,✅
Diborane_7,H2S_7,0.22860518067583147,0.017327047557425708,✅
Diborane_7,Ammonia_2,-0.22852896624653463,0.017365405229180442,✅
Arsine_4,Diborane_3,0.22843641856224747,0.017412081866876133,✅
Phosphine_3,H2S_5,0.22802567492514003,0.017620552368252308,✅
HCHO_1,H2S_4,-0.227923593602085,0.017672696486643262,✅
Phosgene_6,TA_3,-0.22790019720483579,0.01768466635183745,✅
MA_5,HCN_7,-0.22782561061875073,0.017722872471790798,✅
Diborane_7,NO2_1,0.22777634875722844,0.017748145373515718,✅
Arsine_5,HCl_5,0.22767155391694532,0.017802012031809585,✅
Phosphine_5,Ammonia_2,-0.22753352916562009,0.01787317496734754,✅
Phosgene_7,H2S_6,0.22733714254662432,0.01797485156409972,✅
Arsine_3,Cl2_1,0.22726893816376809,0.01801028014504174,✅
Diborane_1,Ammonia_2,0.22723494457131563,0.01802796052632388,✅
Arsine_5,HF_1,0.22716663332285383,0.018063535155234497,✅
Phosphine_7,HCl_1,0.2271438982913596,0.01807538837139839,✅
F2_7,SO2_7,0.22714075782441995,0.01807702622402833,✅
HCHO_2,TA_1,0.22804031300199423,0.018158149300981568,✅
Diborane_3,NO2_5,0.22689565981672816,0.01820524840352071,✅
Phosgene_7,MA_7,-0.2266580289902016,0.01833031286702177,✅
MA_7,HCN_7,-0.2263780652808489,0.01847860763270254,✅
HCHO_4,Hydrazine_7,0.22631461115353876,0.01851236233591643,✅
Phosphine_5,HCN_7,0.22625376321810314,0.01854478060776839,✅
Diborane_7,SO2_1,0.22623570070888693,0.018554413285648035,✅
HCHO_2,TA_2,0.22726204004859124,0.018567781802354882,✅
Diborane_3,NO2_2,0.22613773852734667,0.018606731412949908,✅
TA_3,SO2_6,-0.22607635275044055,0.018639580183824105,✅
Phosphine_1,NO2_1,0.22599483647241514,0.01868327849049911,✅
Arsine_2,Control_1_2min,0.2259103295781604,0.018728673211237713,✅
Phosgene_5,Ammonia_6,-0.22590963328927735,0.018729047632687054,✅
H2S_7,SO2_5,0.2257106450940638,0.018836316130478842,✅
HCHO_1,Control_5_2min,0.22552594537365078,0.018936355712015997,✅
H2S_6,TA_1,-0.22528515526025303,0.019067463211001535,✅
Phosphine_3,H2S_3,0.22525335525088827,0.019084836298399303,✅
HCHO_3,HCl_5,-0.22520941155239202,0.019108866215118137,✅
Arsine_6,HNO3_3,0.22516714031788404,0.019132006169868328,✅
Phosphine_7,HCl_6,0.22516177742063112,0.019134943631506026,✅
TA_4,HCN_4,-0.22505275492912505,0.019194743682878032,✅
Phosphine_5,H2S_2,0.22497636077963312,0.01923674260895187,✅
TA_4,NO2_5,-0.22495695065405924,0.01924742624592315,✅
SO2_4,Hydrazine_2,-0.22486114683662484,0.019300233079720685,✅
Diborane_7,Cl2_5,0.22485162003296275,0.019305491046947103,✅
Phosgene_5,TA_1,-0.22481511915117836,0.01932564778205084,✅
Control_4_2min,F2_1,-0.2247849873722294,0.01934230099022889,✅
H2S_5,MA_7,-0.22464732879761332,0.01941853935003399,✅
Diborane_5,DM_3,0.2244896014938028,0.01950621023510439,✅
Diborane_5,Hydrazine_2,0.22447054788647858,0.019516823999944203,✅
HCHO_5,Ammonia_1,0.22436205837100406,0.01957735263829469,✅
HCHO_2,MH-2,0.22530161202897725,0.019635113316225326,✅
TA_4,NO2_4,-0.22424190459858814,0.019644577583603388,✅
Diborane_1,SO2_4,0.2242339799754761,0.019649018315758285,✅
F2_6,SO2_7,0.22408048262965852,0.01973520448790134,✅
HCHO_5,Ammonia_3,0.22406725971506752,0.019742644131864228,✅
Arsine_3,NO2_2,0.22393392029267614,0.01981780026046284,✅
HCHO_3,HCl_1,-0.22391429646601535,0.019828881896798104,✅
HCHO_3,TA_3,0.22369940957557127,0.01995057855803788,✅
Diborane_7,HF_6,0.22349934622217546,0.020064457382433207,✅
DM_6,SO2_4,-0.22348928710928195,0.020070197904035775,✅
Diborane_2,H2S_4,0.22335540420515304,0.02014673668176925,✅
Phosphine_3,MA_4,-0.2232294266740262,0.020218985221626476,✅
Phosphine_1,Hydrazine_5,-0.22317490258843253,0.020250323997169188,✅
Arsine_6,TA_6,0.22314317296066694,0.020268580438023664,✅
HCHO_7,Ammonia_1,0.2231246308353725,0.020279255668439203,✅
Diborane_4,HCl_5,0.22304682197044687,0.020324105186131574,✅
Phosphine_4,SO2_2,0.22296161156178398,0.020373318826231036,✅
Phosphine_1,HNO3_7,0.22281341472481841,0.020459154642224798,✅
Phosphine_6,Phosgene_3,0.22271788655439284,0.020514649340820625,✅
DM_6,SO2_3,-0.2226900963666045,0.020530817632276363,✅
Phosgene_6,TA_7,-0.2226281718478288,0.020566884632183674,✅
Phosphine_4,HCN_2,0.22262499911253444,0.020568734009669663,✅
Diborane_1,DM_6,0.2225953580374304,0.02058601860665726,✅
Arsine_6,HCN_3,0.22231590583602587,0.020749590164272354,✅
Diborane_3,HNO3_2,0.2222089904899622,0.020812465575019354,✅
Arsine_5,HCl_3,0.22203168614898014,0.020917096618146103,✅
Ammonia_5,HCN_3,-0.22199569385379517,0.02093839152001571,✅
Arsine_6,Cl2_1,0.2219856332324319,0.020944347232901124,✅
Phosphine_3,H2S_7,0.221966584503064,0.020955627735625135,✅
H2S_4,Ammonia_2,-0.2219448817893328,0.020968486266372818,✅
HCHO_7,MA_3,0.2218284448629381,0.021037589175071106,✅
Diborane_7,Phosgene_5,0.22176493564644126,0.021075362955266373,✅
Phosphine_2,Phosgene_6,0.22166596009454417,0.0211343473980675,✅
Phosgene_5,TA_5,-0.2216125067878476,0.021166261791484536,✅
HCHO_3,HCl_6,-0.22145584196963256,0.021260037302328328,✅
HCHO_2,Hydrazine_3,0.22240672437115647,0.02130760171413666,✅
Arsine_5,HCl_1,0.2212224347240041,0.021400410368975636,✅
Arsine_6,DM_5,0.22109432504843066,0.021477794225165346,✅
Phosphine_3,DM_4,-0.22096202580133698,0.021557960715185134,✅
Diborane_3,Ammonia_1,-0.22089375921485385,0.021599427070795037,✅
Arsine_6,Phosgene_1,0.22082861945505364,0.021639057928333837,✅
Phosphine_4,HCN_6,0.22081807052726343,0.02164548173471237,✅
HCHO_7,DM_7,0.22078048897232747,0.021668380453874668,✅
HCHO_4,Diborane_1,0.22077755046735675,0.02167017178246102,✅
Ammonia_5,SO2_4,-0.2207646212619204,0.021678055005818927,✅
Phosphine_2,HF_2,0.22059895300179297,0.02177928457547923,✅
Phosgene_5,MA_1,-0.22050792274759048,0.021835079931287422,✅
Phosphine_7,F2_2,0.22045552520265352,0.021867251628340315,✅
Control_2_2min,HF_5,-0.220436958373361,0.021878661273135105,✅
TA_4,NO2_7,-0.2204311831337468,0.021882211300949285,✅
Phosphine_1,Ammonia_5,-0.22026922747149102,0.021981966502361384,✅
Phosphine_4,Phosgene_3,-0.22015276412153384,0.022053941931356732,✅
TA_4,NO2_3,-0.22011679861289737,0.022076209746791017,✅
Control_4_2min,Cl2_1,-0.22005959146485157,0.02211166890723375,✅
HCHO_5,MA_2,0.22001729119045318,0.022137919615122324,✅
Diborane_5,Ammonia_4,0.21981194089571007,0.02226573594336606,✅
Phosphine_2,HCl_3,0.21980822453127197,0.022268054938001915,✅
Arsine_5,Phosphine_7,0.21979817418435302,0.022274327346130142,✅
Phosphine_7,F2_4,0.2196552717890703,0.022363676524356724,✅
Control_1_2min,Phosphine_4,0.21963540575292526,0.022376121974019003,✅
Ammonia_4,SO2_6,-0.2193408865194483,0.022561326500554098,✅
HCHO_3,HCl_2,-0.21934088651944827,0.022561326500554126,✅
H2S_6,MA_7,-0.2193059131629971,0.02258340602515515,✅
Phosgene_5,Hydrazine_4,-0.21920222546133544,0.02264897540948831,✅
Phosgene_4,HNO3_3,0.21914291091742838,0.02268655765123695,✅
MA_3,HCN_5,-0.21885553962702983,0.022869395998367625,✅
Phosphine_6,MH-3,0.21879994189139088,0.022904915043066743,✅
TA_4,HNO3_4,-0.21872588527823028,0.02295230004327689,✅
Phosgene_4,MA_7,-0.21860992422311462,0.023026666137776555,✅
HCHO_7,MH-5,0.21854271512436257,0.023069861841943425,✅
Ammonia_5,SO2_6,-0.21845489166869544,0.0231264110517928,✅
Arsine_1,MH-2,0.21841245951060734,0.023153775452515308,✅
HCHO_5,MH-1,0.21805528430499255,0.023385217421208946,✅
HCN_6,Hydrazine_3,-0.21789384683233773,0.023490473298462912,✅
DM_5,HCN_3,-0.21781815064913937,0.023539965981334027,✅
Diborane_7,HF_3,0.21768321873416874,0.023628410192853878,✅
TA_6,SO2_2,-0.21755512473027105,0.02371263516688249,✅
TA_4,NO2_2,-0.2175350348204674,0.023725868043481507,✅
Phosphine_2,HF_3,0.21743179355330625,0.02379397094217644,✅
Phosphine_7,F2_1,0.21741222199463636,0.023806900112182155,✅
Arsine_1,H2S_4,0.21740279908404775,0.023813127124492614,✅
Arsine_5,TA_1,0.21739844950717496,0.023816001957599968,✅
HCHO_4,Hydrazine_6,0.21734014835805848,0.023854564494214758,✅
Arsine_6,H2S_6,0.2173199539990858,0.02386793423306493,✅
Diborane_3,HNO3_5,0.2172402213087923,0.023920784113785884,✅
Diborane_3,TA_1,-0.21723649268771694,0.023923258033357833,✅
Phosphine_2,Phosgene_3,0.21721899100426978,0.02393487322725856,✅
TA_3,SO2_5,-0.21716027771385435,0.02397387420125908,✅
Arsine_2,Diborane_6,0.21689464559429147,0.024151002968258325,✅
Phosphine_3,Ammonia_5,-0.2168601812542704,0.02417406623768552,✅
Phosgene_6,Ammonia_4,-0.21685863176045803,0.0241751035889236,✅
TA_2,NO2_5,-0.21661827787235755,0.02433647640423601,✅
Control_3_2min,Cl2_5,-0.21638744534049395,0.024492322074273945,✅
HCN_6,Hydrazine_4,-0.21632088256580678,0.02453741970845427,✅
TA_6,HCN_2,-0.21631341652471972,0.024542482524108143,✅
HCHO_4,Hydrazine_1,0.21628844176127338,0.024559424707476588,✅
MA_5,HCN_5,-0.21608798998020637,0.024695767788962875,✅
Diborane_1,SO2_6,0.2160509117262474,0.02472105834192106,✅
DM_7,SO2_6,-0.21576832663738027,0.024914533161773122,✅
Diborane_2,MH-6,0.2157455372566347,0.02493019231598747,✅
TA_2,NO2_6,-0.2155464996970683,0.025067313459519926,✅
MH-7,SO2_7,-0.2154925619126102,0.025104582985052994,✅
Diborane_3,NO2_6,0.21543012430187783,0.025147784697582557,✅
Arsine_1,Hydrazine_2,0.2153961211282295,0.02517133877881186,✅
Phosphine_1,DM_3,-0.2153248163708594,0.025220792890447097,✅
Arsine_5,HF_3,0.2152967487329473,0.02524028220094409,✅
HCHO_2,Hydrazine_6,0.21625937409947268,0.025268387997911437,✅
Control_3_2min,Control_6_2min,0.2150051803897686,0.025443499527156316,✅
Diborane_3,HCN_4,0.21493524124607333,0.02549245271251135,✅
Arsine_6,H2S_4,0.21490055973346386,0.025516757458762168,✅
Diborane_3,MA_2,-0.21471510093648477,0.025647062328883787,✅
Phosphine_7,MH-6,0.21464994700738477,0.025692974489378007,✅
HCHO_5,MH-3,0.21462715219559791,0.025709053897146478,✅
Diborane_1,MA_4,0.2145575710254321,0.025758189369878566,✅
SO2_6,Hydrazine_2,-0.21441075388219444,0.025862128562834267,✅
MA_4,HCN_5,-0.2143212699326098,0.02592565390733394,✅
Diborane_7,TA_1,-0.21420694747667895,0.026007005745168905,✅
Arsine_5,HF_2,0.2139434298398544,0.026195353861662593,✅
Phosphine_1,HCN_1,0.2139173968803363,0.026214023724976963,✅
Diborane_7,Hydrazine_2,-0.21382910819590917,0.026277425500162873,✅
HCHO_2,Hydrazine_4,0.2147545480475712,0.026328499116544078,✅
Control_3_2min,NO2_5,-0.2136584599532931,0.026400341530839203,✅
Phosphine_3,Hydrazine_1,-0.21364213394493514,0.026412126596704912,✅
H2S_6,Hydrazine_3,-0.21361882533242105,0.02642895987853795,✅
Phosphine_4,Phosgene_2,-0.2135543567581349,0.026475566127072518,✅
HCHO_3,TA_5,0.21351046879191327,0.02650733406925147,✅
Phosgene_4,H2S_6,0.213396465940199,0.026590005800555525,✅
Phosphine_3,MA_3,-0.21338287307178969,0.026599877607699475,✅
TA_4,SO2_1,-0.21328385689224771,0.02667188221129706,✅
Phosphine_1,HF_5,0.21324797317252087,0.02669801779943359,✅
Diborane_5,Phosphine_3,0.21319709907299964,0.026735108862063508,✅
MH-2,SO2_4,-0.21303939828663143,0.02685036351510449,✅
TA_3,HNO3_4,-0.21295264225899568,0.026913948749888648,✅
DM_5,SO2_4,-0.21282879381138833,0.02700494178330743,✅
HCHO_7,MA_7,0.21277366004471338,0.027045533395237704,✅
TA_7,HCN_4,-0.21270697178133874,0.02709470124011295,✅
Arsine_3,Control_1_2min,0.2126506182414149,0.027136308778353876,✅
Phosgene_6,DM_6,-0.21264778454180833,0.027138402419889608,✅
HCHO_1,Diborane_3,-0.21260542028845605,0.027169719077771083,✅
SO2_2,Hydrazine_1,-0.21246454201079196,0.027274080830334065,✅
TA_5,SO2_2,-0.2124148837614124,0.027310948540138737,✅
Ammonia_1,SO2_4,-0.21229579843201016,0.027399533653900982,✅
Arsine_6,Control_6_2min,0.21219280992005007,0.02747634161071877,✅
MA_5,SO2_2,-0.2121243155576709,0.027527525436368983,✅
Arsine_5,HNO3_5,0.21199570340191645,0.027623852576849187,✅
Phosphine_7,HNO3_3,0.21188614489886637,0.027706134919892017,✅
MA_7,HCN_6,-0.2117008759937694,0.02784575253284626,✅
Phosphine_3,TA_2,-0.21167481618976777,0.02786543894318858,✅
H2S_4,Ammonia_5,-0.2116271814061058,0.027901454355872577,✅
HCHO_6,MA_4,0.21162140984623104,0.02790582076685543,✅
Arsine_1,Hydrazine_6,0.21158870761317988,0.027930572254497937,✅
Phosphine_1,HF_4,0.2115770269586197,0.02793941756523962,✅
DM_1,SO2_4,-0.2114622011261943,0.028026497544714802,✅
DM_5,SO2_3,-0.2114293607984622,0.028051444892278458,✅
DM_4,SO2_5,-0.2113208086451961,0.028134041470700113,✅
Diborane_3,SO2_1,0.21119746204425655,0.028228145719207995,✅
Phosphine_5,Ammonia_4,-0.21118042014193017,0.02824116841667996,✅
Diborane_5,Ammonia_1,0.21116210609610056,0.02825516892052905,✅
TA_2,HCN_2,-0.2111037012337446,0.028299856960144483,✅
Phosgene_1,TA_4,-0.21101017944059564,0.028371539471284114,✅
Diborane_5,DM_2,0.21088532586431924,0.028467477435384612,✅
Phosphine_1,Ammonia_7,-0.21085674545333294,0.028489477436605747,✅
Control_3_2min,F2_3,-0.21078555136522822,0.02854434243717071,✅
HCHO_3,HCl_4,-0.2106238404072023,0.028669296723428606,✅
Diborane_3,Hydrazine_1,-0.21052531296803562,0.028745656420550474,✅
Control_3_2min,NO2_1,-0.2104616323258421,0.02879510130792435,✅
Arsine_6,TA_7,0.21037262869393705,0.028864329185978716,✅
SO2_2,Hydrazine_6,-0.21031522036904826,0.02890905682373171,✅
H2S_5,MA_3,-0.21031371764459306,0.02891022840708526,✅
Phosphine_3,Hydrazine_4,-0.21030569350208758,0.028916485027594266,✅
Phosphine_1,Cl2_3,0.2102756104299446,0.028939951765803943,✅
HCHO_4,MH-4,0.21027109167626834,0.028943478080980255,✅
SO2_2,Hydrazine_5,-0.21026182100581942,0.028950713806955505,✅
HCHO_2,MH-6,0.21121168927479533,0.028974841730502358,✅
TA_5,HCN_6,-0.21019513322135416,0.029002808637093813,✅
Phosgene_7,MA_5,-0.21013320885006498,0.029051253604950856,✅
HCN_6,Hydrazine_7,-0.20997225298667438,0.029177494604997738,✅
Phosgene_4,MA_5,-0.2098779840239516,0.029251647549231423,✅
Phosphine_6,HCN_2,0.20986369363875662,0.02926290245469309,✅
Diborane_4,F2_6,0.20985693088585172,0.0292682299835679,✅
Diborane_5,MH-2,0.20977168906508084,0.029335451938428,✅
Phosphine_7,HNO3_2,0.20972455432162657,0.029372678724381516,✅
Phosphine_3,HNO3_1,0.2096751528542851,0.029411738747982526,✅
Diborane_5,Ammonia_5,0.20963731458458373,0.029441685933336566,✅
Diborane_3,Phosgene_6,0.2096182609772595,0.02945677574003982,✅
Phosphine_5,Ammonia_3,-0.2095784993753339,0.02948828669464246,✅
Control_3_2min,Cl2_2,-0.20956132793696014,0.029501903844084226,✅
Arsine_3,NO2_5,0.20955329823438107,0.029508273320473885,✅
Arsine_6,Phosphine_2,0.20934370204045133,0.029674946183942584,✅
Phosphine_7,HCl_5,0.20934248226283395,0.02967591849333199,✅
H2S_6,MA_1,-0.20915969810538979,0.029821924987431626,✅
Diborane_7,HNO3_2,0.20904764853785682,0.029911729912603047,✅
Phosphine_3,Hydrazine_6,-0.20904199703295823,0.029916265516582014,✅
Control_2_2min,HNO3_3,-0.20892351450638,0.030011487699762054,✅
Control_5_2min,H2S_5,-0.20885334299673095,0.030068004214357184,✅
HCN_5,Hydrazine_3,-0.20883428919840713,0.030083365803517028,✅
Phosphine_2,F2_2,0.2088237675853599,0.030091851407320108,✅
Diborane_7,Ammonia_1,-0.2087994531607596,0.030111468570137842,✅
TA_2,NO2_2,-0.20861040718893456,0.03026436297450429,✅
HCHO_6,MA_1,0.20859661366263682,0.030275544434719737,✅
Arsine_3,TA_2,0.2083829540311405,0.030449190902727265,✅
TA_2,NO2_7,-0.2081626431510353,0.03062912538082542,✅
SO2_2,Hydrazine_4,-0.20809446801069814,0.03068498809768032,✅
Control_4_2min,HCl_1,-0.2080031629955237,0.030759938512874393,✅
Control_3_2min,NO2_7,-0.20795125977059975,0.03080261384173954,✅
Control_4_2min,HNO3_7,-0.20794600094825705,0.03080694049020366,✅
Control_3_2min,Control_5_2min,0.207884169280065,0.030857850523536505,✅
MA_7,SO2_2,-0.20785679240519592,0.03088041441550524,✅
Phosgene_6,Ammonia_1,-0.20778484615425227,0.030939778749100855,✅
Phosphine_5,TA_5,-0.20772687978592225,0.030987678211380605,✅
Phosphine_1,Ammonia_6,-0.2076276535194413,0.031069817676721272,✅
Control_5_2min,H2S_3,-0.2076100832744788,0.031084381498410564,✅
Diborane_7,HNO3_5,0.20749427795051076,0.03118051606494935,✅
Control_3_2min,Cl2_6,-0.20748919878794603,0.031184738228868913,✅
Diborane_3,TA_6,-0.2071465487886561,0.031470692425737135,✅
Arsine_6,MA_3,0.2071324284931467,0.031482523747659766,✅
HCHO_7,Ammonia_7,0.20701415931839692,0.03158176862606518,✅
H2S_6,MA_4,-0.20693991584396018,0.031644204633859405,✅
Control_5_2min,HCN_6,-0.20692463970918554,0.03165706423190671,✅
Arsine_4,Diborane_5,0.2069008224257907,0.031677122664553865,✅
Control_5_2min,HCN_3,-0.20686419282618018,0.031707992336341924,✅
Phosgene_4,TA_4,-0.20671504754206543,0.031833947523645906,✅
Arsine_6,TA_1,0.2066408799624382,0.031896740296082,✅
Control_3_2min,NO2_2,-0.20653173221564294,0.031989338796626236,✅
Diborane_5,DM_1,0.2062415002851989,0.03223667072344991,✅
F2_3,SO2_7,0.20621291980614237,0.03226111376933209,✅
Arsine_6,MA_5,0.20600823620824496,0.03243662440191627,✅
TA_4,NO2_6,-0.20599380280004218,0.032449031032516194,✅
Diborane_1,MA_1,0.20595716708501102,0.03248054025831936,✅
HCHO_4,DM_6,0.2057685895671958,0.03264313889674986,✅
DM_2,HCN_3,-0.20574281196749467,0.03266541860925626,✅
Arsine_5,HF_4,0.20572277822205165,0.03268274274278372,✅
Arsine_5,HCl_6,0.20570274467213506,0.03270007446256672,✅
Diborane_2,MH-1,0.20568467082354844,0.03271571743332674,✅
Phosphine_1,Cl2_1,0.20557462244054617,0.03281110102858147,✅
Arsine_3,NO2_7,0.20552760955004903,0.03285192058794496,✅
Control_5_2min,SO2_4,-0.20536649963777082,0.03299213163625523,✅
Diborane_7,TA_6,-0.20536026884762207,0.0329975643067381,✅
Phosgene_4,MA_6,-0.20533840801907588,0.033016630890016746,✅
H2S_6,MA_5,-0.2053055527978281,0.03304530404964938,✅
Control_2_2min,HF_6,-0.20521559778695267,0.033123916436737434,✅
Diborane_7,HF_4,0.2051368770059427,0.03319284053681079,✅
HCHO_4,Control_2_2min,-0.2050260927195194,0.0332900427958704,✅
Phosphine_3,DM_2,-0.20492777440890847,0.033376508376915436,✅
H2S_5,MA_5,-0.20492154677184257,0.03338199161609493,✅
HCHO_5,Hydrazine_4,0.2049077445958935,0.033394146707028304,✅
Phosphine_5,H2S_5,0.20489259494202605,0.03340749277121903,✅
HCHO_4,Arsine_6,0.20474027567576542,0.03354192834599595,✅
Phosgene_6,DM_4,-0.2047362617215542,0.033545477184531006,✅
DM_7,HCN_5,-0.20472245907259742,0.03355768287213705,✅
Diborane_7,TA_4,-0.2047214838949384,0.03355854536371311,✅
TA_2,NO2_1,-0.20464245566159334,0.033628503696940315,✅
Control_3_2min,NO2_4,-0.20460250852518153,0.03366391294542006,✅
HCHO_4,TA_1,0.2045529787667943,0.033707859898225875,✅
Diborane_2,MH-3,0.20452862005509437,0.03372949072426081,✅
HCHO_5,MH-7,0.20450334154230157,0.033751950715858216,✅
MH-6,SO2_7,-0.20438474271549995,0.033857494326672066,✅
Phosphine_1,Hydrazine_4,-0.2043785189631027,0.03386304064911834,✅
TA_6,SO2_1,-0.20437191268534438,0.03386892869840148,✅
Control_5_2min,Hydrazine_4,0.2043328315928332,0.03390377858425169,✅
HCN_7,Hydrazine_3,-0.20421661351498752,0.03400759265258405,✅
HCHO_2,TA_4,0.20510007152448284,0.03407042963624139,✅
Arsine_5,HF_6,0.20409796435595806,0.03411385453560882,✅
HCHO_3,HCl_7,-0.2040741472900776,0.03413521871892084,✅
Diborane_7,HF_1,0.20397839320929434,0.034221225034465175,✅
Diborane_7,Phosgene_6,0.20355921384816178,0.03459988380316194,✅
Phosphine_5,Ammonia_1,-0.20354262635346532,0.03461494011851474,✅
Phosgene_5,H2S_2,0.20335729360770488,0.03478354042137915,✅
HCHO_6,H2S_4,-0.20309772137222146,0.03502083935924936,✅
HCHO_1,Arsine_5,0.20308812076262683,0.03502964222458933,✅
HCHO_6,MA_5,0.20281329193230274,0.035282425410582456,✅
Phosphine_2,HCl_6,0.20272658419821007,0.035362495563367714,✅
Phosphine_3,MA_7,-0.20271802298116923,0.0353704096934321,✅
Phosgene_7,H2S_7,0.2026355965108982,0.03544668233316293,✅
Phosphine_3,Hydrazine_5,-0.20252700273223684,0.03554737981143805,✅
Phosgene_7,TA_1,-0.20250604958025606,0.035566837034857184,✅
H2S_4,MA_6,-0.20246224348490147,0.035607544576175765,✅
Control_2_2min,NO2_1,-0.20243559123504026,0.035632330786370035,✅
Diborane_3,Cl2_5,0.20231120256842627,0.03574820240735216,✅
Diborane_3,NO2_1,0.20227309535377785,0.03578376370318981,✅
Phosphine_5,Ammonia_7,-0.2022345597438848,0.03581975501268875,✅
Phosphine_1,Phosgene_7,0.2022307063909305,0.035823355622438,✅
H2S_5,TA_2,-0.2022226244780527,0.03583090842722625,✅
Phosgene_5,Hydrazine_5,-0.20207303247687367,0.03597094879668693,✅
Diborane_1,TA_7,0.20197540626404453,0.03606258931128128,✅
HCHO_1,Diborane_7,-0.20184963333684328,0.036180939939515135,✅
Phosphine_2,HF_7,0.20183154109116108,0.036197991319286936,✅
Diborane_3,Hydrazine_5,-0.20181580877799687,0.03621282402409342,✅
Diborane_3,HF_2,0.20177770156334848,0.0362487733522808,✅
Control_4_2min,F2_7,-0.20176917801304387,0.036256818344101764,✅
HCHO_6,MA_3,0.201703408731978,0.036318945441518855,✅
Ammonia_3,HCN_7,-0.2016776901042487,0.03634326413137894,✅
Phosgene_4,MA_4,-0.2015995732022456,0.036417212801744106,✅
Control_3_2min,NO2_6,-0.20136856124686334,0.03663663817244791,✅
Phosgene_7,MA_4,-0.20128802999052076,0.03671339084280454,✅
Phosphine_7,HF_6,0.20124515916983035,0.0367543051743126,✅
Arsine_1,MA_2,0.201243750924506,0.0367556498009574,✅
Phosphine_5,SO2_2,0.20122993968279035,0.03676883929722403,✅
HCHO_6,Ammonia_2,0.2012223005635969,0.036776136230303194,✅
Diborane_3,MA_1,-0.20118751890536668,0.036809375254561114,✅
HCHO_6,Ammonia_5,0.20117942953869164,0.03681710945645959,✅
HCHO_3,TA_7,0.2011170257112155,0.03687681930809068,✅
HCHO_4,TA_5,0.20110513031802837,0.03688821039720808,✅
Phosgene_4,MA_3,-0.20103700494205298,0.03695350452153892,✅
HCHO_2,Hydrazine_1,0.2017418394137701,0.037178401558988244,✅
Phosphine_3,MH-7,-0.20080311720213334,0.037178410792976686,✅
Phosphine_5,Ammonia_5,-0.20071976549118067,0.03725883887017871,✅
HCN_6,Hydrazine_5,-0.20062543615058792,0.03735003558421268,✅
HCHO_1,SO2_4,-0.20057780201882705,0.037396158932438285,✅
Control_5_2min,Phosgene_6,-0.2003029552517399,0.037663222831301066,✅
Arsine_5,HCl_4,0.20030104699572246,0.03766508262777406,✅
HCHO_7,MH-7,0.20028866490328787,0.037677152152386616,✅
HCHO_4,Hydrazine_3,0.1999818986623419,0.0379772117924377,✅
H2S_6,Hydrazine_7,-0.1999571285757395,0.0380015275173367,✅
Diborane_6,MH-6,0.19987186327001127,0.03808532860016834,✅
Phosphine_1,Phosphine_6,0.1996727535153698,0.038281622511431405,✅
Phosphine_2,HNO3_5,0.19953080156773634,0.038422084059242446,✅
Diborane_3,HF_5,0.19937694704049844,0.03857481061751956,✅
HCHO_4,Phosgene_5,0.19928071265466668,0.038670597762178675,✅
